"title","description"
"Uso de Seesaw para el aprendizaje de los estudiantes","Al finalizar este proyecto, tendrá plena confianza en cómo utilizar Seesaw en su aula. Seesaw es un diario de aprendizaje que permite a los estudiantes y profesores agregar trabajos de los estudiantes, comentarlos y compartirlos con los padres. ¡Es una herramienta maravillosa para celebrar el crecimiento de los estudiantes y los éxitos diarios! Si está buscando formas de involucrar a sus estudiantes expertos en tecnología, independientemente de su edad, Seesaw es una herramienta maravillosa para usar. A medida que aprendemos juntos, configurará su cuenta y creará actividades que puede usar con sus estudiantes de inmediato. Todo esto mientras se asegura de que se sienta cómodo con cada una de las características de Seesaw, lo que lo preparará mejor para capacitar a sus estudiantes con Seesaw o usarlo para mejorar la experiencia de aprendizaje virtual de sus estudiantes. Seesaw es un diario de aprendizaje que “crea un poderoso ciclo de aprendizaje entre estudiantes, maestros y familias”. Permite a los estudiantes capturar y compartir lo que saben a través del portafolio digital de Seesaw, brinda a los maestros información sobre el pensamiento y el progreso de los estudiantes y brinda a las familias una ventana al aprendizaje de sus hijos a lo largo del día."
"Música y Acción Social","¿Cuál es la respuesta de un músico a la condición del mundo? ¿Tienen los músicos la obligación y la oportunidad de servir a las necesidades del mundo con su musicalidad? En un momento de crisis para la profesión de la música clásica, con un panorama comercial cambiante, una base de audiencia cada vez menor y una contracción en el número de orquestas profesionales, ¿cómo construye una carrera un músico joven hoy en día? ¿Estamos ante una forma de arte moribunda o ante un momento de revitalización? En este curso desarrollaremos una respuesta a estas preguntas y exploraremos la noción de que el músico clásico, el artista, es una figura pública importante con un papel crítico que desempeñar en la sociedad. El curso incluirá una indagación sobre un conjunto de ideas en filosofía de la estética."
"Mejorar la comunicación con Remind","Al finalizar este proyecto, habrá creado una cuenta en Remind y estará completamente preparado para utilizar Remind con su clase. Remind le permite simplificar la comunicación al comunicarse con los padres mediante el método que mejor les funcione. Al finalizar este proyecto, tendrá un método eficaz para comunicarse con los padres u otras partes interesadas que podrá utilizar de inmediato. *Necesitará una cuenta gratuita de Remind para este proyecto."
"Operaciones y administración de seguridad","Las operaciones y administración de seguridad son la tarea de identificar los activos de información de una organización y la documentación necesaria para la implementación de políticas, estándares, procedimientos y pautas para garantizar la confidencialidad, integridad y disponibilidad. Comprenderá el proceso necesario para trabajar con la administración y los propietarios, custodios y usuarios de la información para que se definan las clasificaciones de datos adecuadas. Esto garantizará el manejo adecuado de toda la información impresa y electrónica. El curso de operaciones y administración de seguridad aborda los conceptos básicos de seguridad y la aplicación de esos conceptos en la operación y administración diaria de los sistemas informáticos de la empresa y la información que albergan. Las consideraciones éticas en general, y el Código de Ética (ISC)2 en particular, brindan el contexto para cualquier discusión sobre seguridad de la información y los candidatos del SSCP serán evaluados en ambos. Los profesionales de la seguridad de la información a menudo se encuentran en puestos de confianza y deben ser irreprochables en todos los sentidos. Varios principios básicos de la seguridad de la información se destacan por encima de todos los demás y este dominio los cubre con cierta profundidad. Se puede decir que la tríada de la CIA de confidencialidad, integridad y disponibilidad forma la base de casi todo lo que hacemos en seguridad de la información y el candidato SSCP no solo debe comprender completamente estos principios, sino también poder aplicarlos en todas las situaciones. Los conceptos de seguridad adicionales cubiertos en este dominio incluyen privacidad, privilegio mínimo, no repudio y separación de funciones. Objetivos del curso 1. Definir el código de ética 2. Describir los conceptos de seguridad 3. Documentar y operar controles de seguridad 4. Describir el proceso de gestión de activos 5. Implementar controles de cumplimiento 6. Evaluar los controles de cumplimiento 7. Describir el proceso de gestión de cambios 8. Contribuir al programa de capacitación de concientización sobre seguridad 9. Contribuir a las operaciones de seguridad física"
"Aprendizaje automático: clasificación","Casos prácticos: Análisis de sentimientos y predicción de impagos de préstamos En nuestro caso práctico sobre análisis de sentimientos, creará modelos que predicen una clase (sentimiento positivo/negativo) a partir de características de entrada (texto de las reseñas, información del perfil del usuario, etc.). En nuestro segundo caso práctico de este curso, predicción de impagos de préstamos, abordará datos financieros y predecirá cuándo es probable que un préstamo sea riesgoso o seguro para el banco. Estas tareas son ejemplos de clasificación, una de las áreas más utilizadas del aprendizaje automático, con una amplia gama de aplicaciones, que incluyen la segmentación de anuncios, la detección de spam, el diagnóstico médico y la clasificación de imágenes. En este curso, creará clasificadores que brinden un rendimiento de vanguardia en una variedad de tareas. Se familiarizará con las técnicas más exitosas, que son las más utilizadas en la práctica, incluida la regresión logística, los árboles de decisión y el boosting. Además, podrá diseñar e implementar los algoritmos subyacentes que pueden aprender estos modelos a escala, utilizando el ascenso de gradiente estocástico. Implementará estas técnicas en tareas de aprendizaje automático a gran escala del mundo real. También abordará tareas importantes que enfrentará en aplicaciones del mundo real de ML, incluido el manejo de datos faltantes y la medición de precisión y recuperación para evaluar un clasificador. Este curso es práctico, lleno de acción y lleno de visualizaciones e ilustraciones de cómo se comportarán estas técnicas en datos reales. ¡También hemos incluido contenido opcional en cada módulo, que cubre temas avanzados para aquellos que quieran profundizar aún más! Objetivos de aprendizaje: Al final de este curso, podrá: -Describir la entrada y la salida de un modelo de clasificación. -Abordar problemas de clasificación binaria y multiclase. -Implementar un modelo de regresión logística para clasificación a gran escala. -Crear un modelo no lineal usando árboles de decisión. -Mejorar el rendimiento de cualquier modelo usando boosting. -Escalar sus métodos con ascenso de gradiente estocástico. -Describir los límites de decisión subyacentes. -Construir un modelo de clasificación para predecir el sentimiento en un conjunto de datos de revisión de productos. -Analizar datos financieros para predecir incumplimientos de préstamos. -Usar técnicas para manejar datos faltantes. -Evaluar sus modelos usando métricas de precisión-recuperación. -Implemente estas técnicas en Python (o en el lenguaje de su elección, aunque Python es muy recomendable)."
"Git + GitHub para la colaboración de código abierto","Al finalizar este proyecto, podrás colaborar con cualquier repositorio de GitHub en Internet. Aprenderás a agregar y enviar cambios a tu código, crear y fusionar ramas, bifurcar proyectos y enviar solicitudes de incorporación de cambios para que tus actualizaciones sean comunes. Este proyecto guiado está destinado a personas que desean colaborar, compartir y controlar las versiones de código de manera efectiva y transparente. El conocimiento de este tema es un factor diferencial para cualquier persona involucrada en el ecosistema tecnológico, desde desarrolladores hasta científicos, especialmente en entornos de equipo y de colaboración. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Comunicación sobre el cambio climático y la salud","¿Cómo se pueden explicar de forma convincente los efectos negativos del cambio climático en la salud humana para motivar el cambio en la comunidad? ¿Cómo se puede animar a los amigos, familiares, vecinos y líderes de la comunidad a que adopten medidas significativas para abordar estos impactos? En este curso, aprenderá a comunicar eficazmente los riesgos relacionados con la salud del cambio climático al público y a los responsables de las políticas y a motivar cambios positivos en los comportamientos relacionados con el clima. A partir de una revisión de las mejores prácticas en la comunicación de los riesgos para la salud, el curso examina los desafíos específicos de la comunicación sobre el cambio climático y las estrategias exitosas para abordar estos desafíos. A lo largo del curso, elaborará un plan paso a paso para desarrollar y llevar a cabo una campaña de comunicaciones."
"Ideas revolucionarias: fronteras","Intermedio"
"Alfabetizaciones multimodales: comunicación y aprendizaje en la era de los medios digitales","Mientras que el enfoque de la pedagogía tradicional de la alfabetización ha sido la palabra escrita en sus formas estándar y literarias, este curso amplía el alcance del aprendizaje de la alfabetización para abarcar textos multimodales contemporáneos y la amplia gama de formas de crear significado que ocurren en diferentes contextos sociales y culturales. Otro curso, ""Literacy Teaching and Learning: Aims, Approaches and Pedagogies"" (""Enseñanza y aprendizaje de la alfabetización: objetivos, enfoques y pedagogías""), aborda los aspectos pedagógicos de las alfabetizaciones. Este módulo de aprendizaje ""Multimodal Literacies"" (""Alfabetizaciones multimodales"") no requiere ni espera que los participantes ya hayan completado el módulo ""Literacy Teaching and Learning"" (""Enseñanza y aprendizaje de la alfabetización""). -------------------------------- Antecedentes recomendados -------------------------------- Este curso está diseñado para personas interesadas en la enseñanza y el aprendizaje de la alfabetización, incluidas las personas que deseen unirse a la educación como profesión, los maestros en ejercicio interesados en explorar futuras direcciones para una vocación que actualmente está experimentando una transformación y los líderes comunitarios y laborales que consideran que su misión es en parte ""educativa"". -------------------------------- Recursos relacionados -------------------------------- Este curso se basa en el siguiente libro: https://www.amazon.com/Literacies-Mary-Kalantzis/dp/1107402190 Hay recursos en línea adicionales disponibles aquí: https://newlearningonline.com/literacies https://newlearningonline.com/transpositional-grammar -------------------------------- Tome este curso para obtener créditos en la Universidad de Illinois -------------------------------- Este curso tiene el mismo contenido y anticipa el mismo nivel de contribución de los estudiantes en el curso de Ecologías de aprendizaje electrónico que se ofrece a los estudiantes de posgrado, maestría y doctorado en el Programa de Diseño y Liderazgo del Aprendizaje en la Facultad de Educación de la Universidad de Illinois. Por supuesto, por la naturaleza de los MOOC, muchas personas solo querrán ver los videos y unirse casualmente a algunas de las discusiones. Algunas personas dicen que estos tipos limitados de participación ofrecen evidencia de que los MOOC sufren bajas tasas de retención. Lejos de eso, decimos que cualquier nivel de participación es buena. Por otro lado, si quieres tomar este curso para obtener créditos en la Universidad de Illinois, encontrarás más información sobre nuestro programa aquí: https://newlearningonline.com/kalantzis-and-cope/learning-design-and-leadership-program Y puedes aplicar aquí: https://education.illinois.edu/epol/programs-degrees/ldl -------------------------------- La serie de MOOC de Diseño de Aprendizaje y Liderazgo -------------------------------- Este curso es uno de una serie de ocho MOOC creados por Bill Cope y Mary Kalantzis para el programa de Diseño de Aprendizaje y Liderazgo en la Universidad de Illinois. Si encuentras útil este MOOC, ¡únete a nosotros en otros! Ecologías del aprendizaje electrónico: enfoques innovadores para la enseñanza y el aprendizaje en la era digital https://www.coursera.org/learn/elearning Nuevo aprendizaje: principios y patrones de pedagogía https://www.coursera.org/learn/newlearning Evaluación para el aprendizaje https://www.coursera.org/learn/assessmentforlearning Aprendizaje, conocimiento y desarrollo humano https://www.coursera.org/learn/learning-knowledge-human-development Aprendizaje ubicuo y tecnologías instruccionales https://www.coursera.org/learn/ubiquitouslearning Negociación de las diferencias entre los estudiantes: hacia una diversidad productiva en el aprendizaje https://www.coursera.org/learn/learnerdifferences Enseñanza y aprendizaje de la alfabetización: objetivos, enfoques y pedagogías https://www.coursera.org/learn/literacy-teaching-learning Alfabetizaciones multimodales: comunicación y aprendizaje en la era de los medios digitales https://www.coursera.org/learn/multimodal-literacies"
"Derecho internacional del agua","En las últimas décadas, el derecho internacional ha experimentado una serie de importantes cambios para dar cabida a las numerosas facetas nuevas de la gestión y la protección del agua dulce. La adopción de instrumentos universales, regionales y de cuenca pone de relieve la importancia de estudiar la evolución de las normas internacionales sobre el agua y poder identificar los principios fundamentales en este ámbito. Este curso tiene como objetivo proporcionar los antecedentes necesarios para comprender y examinar la normativa aplicable a las aguas dulces transfronterizas, especialmente a los ríos, lagos y acuíferos. Presenta los principios y las normas jurídicas que rigen el uso, la compartición, la gestión y la protección de estos recursos. El MOOC se compone de 5 módulos. Como cada módulo aborda un tema diferente, se pueden ver en cualquier orden. Sin embargo, los módulos siguen una cierta lógica pedagógica y seguirlos en orden será especialmente útil para aquellos que son nuevos en el tema. Cada módulo va acompañado de un cuestionario o prueba de evaluación. Se otorgará un certificado a los estudiantes que obtengan una media de al menos el 80% en las pruebas. Al finalizar este curso, usted podrá: 1) Describir los problemas relacionados con la regulación de las aguas dulces transfronterizas."
"Cómo aplicar el aprendizaje automático a sus datos con GCP","En este módulo, definimos qué es el aprendizaje automático y cómo puede beneficiar a su negocio. Verá algunas demostraciones de ML en acción y aprenderá términos clave de ML como instancias, características y etiquetas. En los laboratorios interactivos, practicará la invocación de las API de ML entrenadas previamente disponibles, así como también creará sus propios modelos de aprendizaje automático utilizando solo SQL con BigQuery ML. REQUISITOS PREVIOS Para aprovechar al máximo este curso, los participantes deben completar los cursos anteriores en esta especialización: ÔøΩ Exploración y preparación de sus datos ÔøΩ Almacenamiento y visualización de sus datos ÔøΩ Arquitectura y rendimiento >>> Al inscribirse en esta especialización, acepta los Términos de servicio de Qwiklabs, tal como se establece en las Preguntas frecuentes y se encuentra en: https://qwiklabs.com/terms_of_service <<<"
"Comprensión de imágenes con TensorFlow en GCP","Este es el tercer curso de la especialización en aprendizaje automático avanzado en GCP. En este curso, analizaremos diferentes estrategias para crear un clasificador de imágenes mediante redes neuronales convolucionales. Mejoraremos la precisión del modelo con aumento, extracción de características y ajuste fino de hiperparámetros mientras intentamos evitar el sobreajuste de nuestros datos. También analizaremos problemas prácticos que surgen, por ejemplo, cuando no se tienen suficientes datos y cómo incorporar los últimos hallazgos de investigación en nuestros modelos. Obtendrá práctica en la creación y optimización de sus propios modelos de clasificación de imágenes en una variedad de conjuntos de datos públicos en los laboratorios en los que trabajaremos juntos. Requisitos previos: SQL básico, familiaridad con Python y TensorFlow"
"Crea un juego de aventuras de texto con Ink","En este curso de 1 hora de duración basado en proyectos, aprenderá a desarrollar un juego de aventuras de texto con Ink, los fundamentos de este lenguaje de programación narrativa y la creación de contenido dinámico para una aventura de texto totalmente interactiva con ilustraciones. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Capstone de programación funcional en Scala","En el proyecto final, aplicarás las habilidades que aprendiste creando una gran aplicación que utilice datos del mundo real. Implementarás una aplicación completa que procese varios gigabytes de datos. Esta aplicación mostrará visualizaciones interactivas de la evolución de las temperaturas a lo largo del tiempo en todo el mundo. El desarrollo de una aplicación de este tipo implicará: ÔøΩ transformar los datos proporcionados por las estaciones meteorológicas en información significativa como, por ejemplo, la temperatura media de cada punto del planeta durante los últimos diez años"
"Arquitectura empresarial","¿Qué significa exactamente ser un líder en una estructura organizacional compleja e impulsar el desarrollo corporativo en la era de la digitalización? Este curso impulsará sus habilidades gerenciales a un nivel significativamente nuevo, brindándole un marco para coordinar diferentes aspectos empresariales. ¿Por qué es importante? Imagine cuán complicadas son las corporaciones globales y cuán enredadas pueden ser las relaciones entre las partes interesadas. El curso de Arquitectura Empresarial le brindará una herramienta poderosa basada en un estándar mundial para crear, implementar y desarrollar su propio estilo de gestión. Este curso es recomendable para diferentes especialistas, que asocian su carrera con conceptos de EA, como: arquitectura de soluciones de TI, ingeniería empresarial, tecnología de la información y las comunicaciones, pensamiento de diseño e innovación, gestión de procesos empresariales y gestión de proyectos corporativos. A modo de ejemplo, puede estar trabajando en los siguientes puestos (para asegurarse de que este curso sea conveniente para usted): Expertos en TI (CIO, gerentes de TI, CTO) y analistas de sistemas, creando y desarrollando sistemas de información corporativos. Gerentes comerciales de nivel superior (CEO, COO, CFO), dirigiendo el desarrollo empresarial e implementando la estrategia comercial y de TI. Gerentes comerciales de nivel medio, administrando programas de proyectos. Gerentes de negocios operativos, liderando la optimización de procesos de negocios. Requisitos: ÔøΩ Experiencia en tareas y actividades de alineación negocio-TI ÔøΩ Comprensión básica de la industria de TI (tipos de proyectos, sistemas de información corporativos, aspectos contractuales) ÔøΩ Conocimiento del idioma inglés Al final del Curso, usted será capaz de: Comunicarse con varias partes interesadas y liderar el desarrollo corporativo de la empresa, teniendo en cuenta los aspectos comerciales y tecnológicos de diferentes industrias. Adquirir y utilizar habilidades de modelado empresarial desde diferentes puntos de vista e identificar cuellos de botella para implementar la estrategia comercial y de TI. El curso fue desarrollado por la Escuela de Graduados de Negocios y Administración de la Universidad Politécnica de San Petersburgo Pedro el Grande con el apoyo de GET Information Technology GmbH, Alemania."
"Problema de entrega","Juntos implementaremos (en Python) programas eficientes para un problema que las empresas de mensajería de todo el mundo necesitan millones de veces al día: el problema del viajante. El objetivo de este problema es visitar todos los lugares indicados lo más rápido posible. ¿Cómo encontrar una solución óptima para este problema rápidamente? Todavía no tenemos algoritmos demostrablemente eficientes para este difícil problema computacional y esta es la esencia del problema P versus NP, la pregunta abierta más importante en Ciencias de la Computación. Aun así, implementaremos varias soluciones para instancias del mundo real del problema del viajante. Al diseñar estas soluciones, nos basaremos en gran medida en el material aprendido en los cursos de la especialización: técnicas de prueba, combinatoria, probabilidad, teoría de grafos. Veremos varios ejemplos de uso de ideas de matemáticas discretas para obtener soluciones cada vez más eficientes. ¿Tiene problemas técnicos? Escríbanos a: coursera@hse.ru"
"Haz que tus camionetas se vean geniales en Unity (Introducción a la animación 1)","En este curso de dos horas basado en proyectos, presentamos la poderosa herramienta de animación de Unity. Aprenderá sobre diferentes animaciones y efectos que puede aplicar para recoger objetos para hacerlos más visibles y darle a su juego un aspecto más pulido. Este proyecto cubre la grabación y reproducción de animaciones simples, la personalización básica de efectos de partículas y la reproducción de los efectos de partículas cuando ocurren ciertos eventos en su juego. El proyecto guiado le presentará los siguientes conceptos de Unity: - Animaciones - Efectos de partículas - Disparadores - Técnicas de codificación como eventos OnTrigger e invocación de métodos Este es un proyecto guiado independiente, pero también es la Parte 1 de una serie de dos partes que presenta las características de animación de Unity. La Parte 2 cubrirá el uso de la ventana de animación para crear transiciones de disparadores entre múltiples animaciones en un solo GameObject. Este proyecto guiado y la serie también sirven como una base opcional pero recomendada para la serie ""FPS Weapon"". Este proyecto utiliza el script de movimiento de cámara escrito en Crear mecánicas de movimiento de teclado con C# en Unity y los conceptos introducidos en Crear potenciadores y obstáculos con C# en Unity. Estos complementan este proyecto guiado y, aunque no son requisitos previos, se recomiendan para una comprensión más completa de los conceptos presentados aquí."
"Introducción a la visión artificial con Watson y OpenCV","La visión artificial es uno de los campos más apasionantes del aprendizaje automático y la inteligencia artificial. Tiene aplicaciones en muchas industrias, como los coches autónomos, la robótica, la realidad aumentada y la detección de rostros en las fuerzas del orden. En este curso para principiantes, comprenderá la visión artificial y aprenderá sobre sus diversas aplicaciones en muchas industrias. Como parte de este curso, utilizará Python, Watson AI y OpenCV para procesar imágenes e interactuar con modelos de clasificación de imágenes. También creará, entrenará y probará sus propios clasificadores de imágenes personalizados. Este es un curso práctico e incluye varios laboratorios y ejercicios. Todos los laboratorios se realizarán en la nube y se le proporcionará acceso a un entorno de nube completamente gratuito. Al final del curso, creará su propia aplicación web de visión artificial y la implementará en la nube. Este curso no requiere ninguna experiencia previa en aprendizaje automático o visión artificial, sin embargo, es necesario algún conocimiento del lenguaje de programación Python."
"Amenazas y mitigaciones en el diseño de software","El paso de diseño en el desarrollo de software tiene algunas características únicas. En primer lugar, es el único paso en el que dibujar imágenes de cosas es la norma. ¿Por qué? ¿Qué hacen las imágenes que otras representaciones no pueden hacer? Las imágenes tienen distintos niveles de detalle."
"Análisis de acciones: creación de un filtro de señal de compra con R y el paquete Quantmod","En este curso de 1 hora de duración basado en proyectos, aprenderá a extraer datos bursátiles mediante el paquete R quantmod. También aprenderá a realizar análisis y transferir funciones de riesgo financiero a los datos. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Introducción al análisis complejo","Este curso ofrece una introducción al análisis complejo, que es la teoría de funciones complejas de una variable compleja. Comenzaremos presentando el plano complejo, junto con el álgebra y la geometría de los números complejos, y luego avanzaremos a través de la diferenciación, la integración, la dinámica compleja, la representación de series de potencias y las series de Laurent hacia territorios que se encuentran en el límite de lo que se conoce hoy en día. Cada módulo consta de cinco videoconferencias con cuestionarios integrados, seguidas de una tarea para casa calificada electrónicamente. Además, los módulos 1, 3 y 5 también contienen una evaluación de pares. Las tareas para casa requerirán tiempo para pensar y practicar los conceptos discutidos en las conferencias. De hecho, una cantidad significativa de su aprendizaje se producirá mientras completa las tareas para casa. Estas tareas no están pensadas para completarse rápidamente."
"El banco de trabajo de Unix","Unix forma una base que suele ser muy útil para lograr otros objetivos que pueda tener para usted y su computadora, ya sea que ese objetivo sea administrar un negocio, escribir un libro, curar enfermedades o crear la próxima gran aplicación. Los medios para lograr estos objetivos a veces se llevan a cabo escribiendo software. El software no se puede extraer de la tierra, ni se pueden plantar semillas de software en primavera para cosechar en otoño. El software no se produce en fábricas en una línea de montaje. El software es un producto hecho a mano, a menudo a medida. Si un desarrollador de software es un artesano, entonces Unix es su banco de trabajo. Unix proporciona un conjunto de herramientas esenciales y simples en un entorno libre de distracciones. Incluso si no es un desarrollador de software, aprender Unix puede abrirle a nuevos métodos de pensamiento y formas novedosas de escalar sus ideas. Este curso está destinado a personas que son nuevas en programación y nuevas en sistemas operativos tipo Unix como macOS y distribuciones de Linux como Ubuntu. Se accederá a la mayoría de las tecnologías analizadas en este curso a través de una interfaz de línea de comandos. Las interfaces de línea de comandos pueden parecer extrañas al principio, por lo que este curso intenta establecer paralelismos entre el uso de la línea de comandos y las acciones que normalmente realizarías al usar el mouse y el teclado. También aprenderás a escribir pequeños fragmentos de software en un lenguaje de programación llamado Bash, que te permite conectar entre sí las herramientas que analizaremos. Mi esperanza es que al final de este curso puedas usar diferentes herramientas de Unix como si estuvieran interconectando piezas de Lego."
"Desarrollo de sistemas de salud: un enfoque en la prestación de servicios de salud y los recursos humanos para la salud","Esta especialización está dirigida a personas interesadas en los sistemas de salud y su funcionamiento. Los participantes aprenderán sobre el panorama global de los sistemas de salud y los desafíos y oportunidades para lograr mejores resultados en materia de salud. Esta especialización se divide en tres cursos que se ofrecen como cursos masivos en línea de acceso abierto (cursos 1 a 3) y un cuarto curso que se ofrece como parte del título de MPH en línea (proyecto final). La especialización en Desarrollo de sistemas de salud está orientada a los estudiantes que no tienen conocimientos previos sobre sistemas de salud o que están empezando a explorar esta área de estudio. En general, las sesiones de esta especialización duran 16 semanas con aproximadamente 96 horas de visualización de materiales de aprendizaje por semana. A lo largo de las semanas se incorporan evaluaciones formativas en forma de cuestionarios y actividades para ayudar a los estudiantes a medir su nivel de profundidad de comprensión y prepararlos para sus evaluaciones sumativas. Los participantes tendrán la oportunidad de explorar una variedad de áreas dentro de los sistemas de salud. El primer curso presentará los principales componentes básicos de los sistemas de salud y arrojará algo de luz sobre los componentes clave de los sistemas de salud que funcionan bien, incluida la forma en que se evalúa el desempeño del sistema de salud. En el segundo curso, los estudiantes aprenderán a realizar una evaluación del impacto en la salud y a evaluar los impactos de las políticas, planes y proyectos, así como la forma en que estos ayudan a los encargados de la toma de decisiones a elegir alternativas y mejoras para prevenir enfermedades o lesiones y promover activamente la salud. El tercer curso explora los recursos humanos para la salud y la prestación de servicios. En este curso, los estudiantes aprenderán y analizarán las experiencias de los países en la transformación de la prestación de servicios de salud y las intervenciones, y en la forma de abordar los desafíos de los recursos humanos para la salud a nivel mundial. Al final de esta especialización, los estudiantes deberían poder identificar los componentes clave de los diferentes sistemas de salud y compararlos de manera crítica."
"Gestión estratégica empresarial - Macroeconomía","Este curso combina la estrategia empresarial con los principios de la macroeconomía. Ofrece una caja de herramientas valiosa y poderosa junto con casos y lecciones sobre todas las funciones principales de la empresa y la gestión, desde las finanzas, la gestión de operaciones y el marketing hasta la gestión de recursos humanos, el comportamiento organizacional, las estadísticas y, por supuesto, la estrategia empresarial."
"Principios de composición fotográfica y posproducción de imágenes digitales","¡Bienvenidos al Curso TRES! En los dos primeros módulos, obtendrá una comprensión más profesional de los elementos de diseño que los artistas han utilizado a lo largo de la historia para crear composiciones exitosas. Organizar los elementos de manera que guíen a los espectadores a través de sus composiciones es una habilidad esencial para los fotógrafos, sin importar si el tema es un documental puro o una expresión personal vívidamente exótica. En los módulos 3 y 4, analizamos los elementos esenciales de la gestión de imágenes después de la fotografía, utilizando Adobe(tm) LIGHTROOM(tm). El software de ajuste de imágenes diseñado para fotógrafos que usan teléfonos inteligentes completa el curso. Dado que incluso los fotógrafos cuyo pilar principal es una DSLR de alta gama también deben admitir que usan teléfonos inteligentes ocasionalmente, y los fotógrafos que solo usan un teléfono inteligente generalmente admitirán que quieren pasarse a una cámara ""normal"" en algún momento, ¡aquí hay algo para todos! ¡Comencemos con el Módulo Uno!"
"Uso de las API REST de SAS Viya con Python y R","SAS Viya es un entorno distribuido en memoria que se utiliza para analizar big data de forma rápida y eficaz. En este curso, aprenderá a utilizar las API de SAS Viya para tomar el control de SAS Cloud Analytic Services desde un Jupyter Notebook con R o Python. Aprenderá a cargar datos en la nube, analizarlos y crear modelos predictivos con SAS Viya utilizando la funcionalidad de código abierto conocida a través del paquete SWAT (SAS Scripting Wrapper for Analytics Transfer). Aprenderá a crear modelos de aprendizaje automático y de aprendizaje profundo para abordar una variedad de conjuntos de datos y problemas complejos. Y una vez que SAS Viya haya hecho el trabajo pesado, podrá descargar datos al cliente y utilizar la sintaxis nativa de código abierto para comparar resultados y crear gráficos."
"Proyecto Final de Gestión Estratégica de Ventas","Bienvenidos al Curso 5: Proyecto Final de Dirección Estratégica de Ventas. En este curso, desarrollarás el proyecto final de la especialización, que es una aplicación de todo el conjunto de conceptos, modelos, marcos de trabajo, herramientas y técnicas discutidas y practicadas a través de los cuatro cursos anteriores. Un caso de negocio proporciona el contexto empresarial que sirve como referencia para respaldar tus análisis sobre la integración de estrategia, marketing y ventas. El caso está adaptado de una experiencia de la vida real. Una vez desarrollados estos análisis, seguirás las instrucciones del proyecto que te llevarán a la aplicación de los conceptos que has aprendido hasta ahora y procederás a los procesos de planificación de ventas para respaldar el desarrollo de una guía de ventas, que respaldará el proceso de planificación de ventas en un momento posterior. El principal resultado de aprendizaje de este curso es dominar la aplicación de conceptos para crear guías de ventas, basadas en un análisis estructurado de un caso de negocio. Las guías de ventas sirven como base de la estructura de un plan de ventas y también conectan el proceso de planificación de ventas con la estrategia, al mismo tiempo que respaldan el desarrollo de un plan de ventas en un momento posterior. Si bien la estructura del plan de ventas puede no ser un plan de ventas detallado, brindará todos los aspectos necesarios para desarrollar el plan de ventas posteriormente. El proyecto será revisado por pares y las instrucciones para desarrollarlo también incluyen las rúbricas para desarrollar la revisión."
"Diseño centrado en el ser humano: una introducción","En este curso, aprenderá a diseñar tecnologías que le brinden alegría a las personas, en lugar de frustración. Aprenderá varias técnicas para crear prototipos rápidamente (como el prototipo del Mago de Oz) y evaluar múltiples alternativas de interfaz, y por qué el prototipo rápido y la evaluación comparativa son esenciales para un excelente diseño de interacción. Aprenderá a realizar trabajo de campo con personas para ayudarlo a obtener ideas de diseño. Cómo hacer prototipos de papel y maquetas de baja fidelidad que sean interactivas, y cómo usar estos diseños para obtener comentarios de otras partes interesadas, como sus compañeros de equipo, clientes y usuarios. Armado con estas estrategias de pensamiento de diseño, podrá hacer un diseño más creativo centrado en el ser humano en cualquier dominio. Este es el primer curso que se ofrece en la serie de especialización en diseño de interacción. Explore los proyectos finales anteriores para inspirarse aquí: https://medium.com/capstone-projects/capstone-projects-2019-abc67d3f6f26"
"Lecciones de innovación profesional de un maestro","Este curso, que es la tercera parte de la serie de especialización en Emprendimiento de Startups, ofrece lecciones de vida de un innovador maestro, con logros comprobados. Durante este curso escucharás conversaciones y entrevistas con el Sr. David (Dadi) Perlmutter, quien hasta hace poco era vicepresidente ejecutivo de Intel corporate. Dadi hablará sobre 10 lecciones de vida, basadas en sus 34 años como innovador rebelde y emprendedor. Compartiremos contigo las siguientes lecciones: El amor y el conocimiento son infinitos: crece y comparte"
